V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,scaled_amount,scaled_time,Actual_Class
-10.3630494651588,4.54367201286394,-9.79589773551539,5.50800333404763,-6.03715599427489,-0.133492972364907,-11.7243461176622,-3.19834557193323,-4.76784222430147,-9.33212806886128,5.2241240042156,-7.74312234505579,-1.56034320038539,-7.14041803349475,1.18597782557697,-6.59870406570123,-12.1205390025684,-3.90409153348034,2.51343040062446,0.924396179705582,-2.45714487251707,1.68725664165106,0.977178353536712,-0.543368976583511,-0.289124786926125,-0.107586425389056,0.330641897772597,0.163577149556086,-0.2934395304967512,-0.32341780331065917,1
1.21468709816127,-0.333026614043173,1.06659412755014,-0.0420892626476865,-0.961936624369569,0.0598427740840272,-0.785062170756448,0.190604624855224,0.794022855087818,-0.22740268116309,0.82397406581611,1.25252366744517,0.450643461379395,-0.356169069284051,-0.426066630076625,0.435094926872954,-0.470290581888814,0.161659779428691,0.647329654056926,-0.033184950800022,-0.0889584248259754,-0.0577862204684281,0.009783714644739,0.0971213253616347,0.143735592140975,0.992646913896042,-0.034059513057212,0.0022719797060568,-0.30741284147278697,-0.3789870651675889,0
-25.9424344479142,14.6019980426299,-27.3686502881266,6.37839460769688,-19.1040334039646,-4.68480620428185,-18.2613929340355,17.0525663121462,-3.74260500983864,-8.233721369876,4.6648362538527,-6.52566786025865,0.92375858946558,-6.32597461208273,-0.0702237027595964,-5.83836021908828,-12.0616957125199,-4.77334851403019,0.852969608454831,1.66730429040185,1.78431598423494,-1.91775921336107,-1.23578743924962,0.161104731783341,1.82037804128869,-0.2193590586868,1.38878576213598,0.406809649908512,1.0897785230210297,-0.6748199579412352,1
1.19590986845744,0.383320117430749,0.245049461504724,2.35227113811202,0.0967543149380299,0.070351316730145,-0.0377976218291421,0.157894110943563,-0.368485284918053,0.741975758680825,-1.23222208948698,-1.61077058290544,-2.57084333733382,0.860095548630614,1.01629614792255,0.568730175447434,-0.344261009337728,-0.251521487477587,-1.15632638280619,-0.347050722249949,-0.0284443997781733,-0.190132452437107,-0.055028740590345,-0.507414133222159,0.472206292373903,0.106668939058019,-0.0182728316929369,0.004540154325774,-0.2934395304967512,-0.45486906566101576,0
1.82013610544416,-0.2229402386181,-2.09097852185094,1.03479591946695,0.716539715117587,-0.372522636847275,0.564688574063448,-0.126156184222892,-0.0651168836799995,0.507650014574177,0.348071573041734,-0.198895798591025,-1.83161425659817,1.29130880700331,-0.104244027801442,0.0818293584053015,-0.737122321501632,0.369665764960706,-0.0307940099996535,-0.11289816263172,0.114878938837473,0.0144214211647855,-0.0326308333796407,0.228937262624368,0.252226022032874,-0.625094908931017,-0.0626877893840017,-0.0493632238682974,1.3693844756515057,0.6224109775725749,0
-0.856165575158195,-0.44621837416071,0.793857367000715,-1.64275947832251,1.45215948710597,-0.857705541756917,0.318992499490798,-0.264565444491279,-1.51634552877578,-0.249316401354264,-0.448944476775966,-0.850893519233158,0.950495857681611,-1.47404825380113,0.331337252329039,1.15626753065304,0.704735954439779,-1.32617497639097,-0.099663524682281,0.48247567191116,0.147491933340766,0.236355047228783,-0.285594589884934,-0.801894770381303,0.844480332000195,-0.172266324337013,-0.237157049175199,-0.234737922560606,0.20792286732341234,-0.4987253139722036,0
-0.629523065627385,-0.370696513442809,1.63543301129996,0.0119791327667457,-0.0876896523614827,0.402067557715246,0.418322421692262,0.0743664595773152,0.38264414534508,-0.387970989215528,0.386441625740359,0.0991758979005805,-0.665713101222467,-0.0164437598258735,0.543509284798948,0.071674193479986,-0.661770929654541,1.02744630381634,1.1838525033862,0.470484908412396,0.129388619359683,0.263666879608714,0.256278041830553,-0.516462095547801,-0.554226197292475,-0.372320581549907,-0.0164124663512231,-0.0424849305260618,1.830503737860686,0.657843724667818,0
1.93494645561548,0.650677737498259,-0.286957048622899,3.98782809057201,0.316051835129206,-0.0994493763543019,-0.0214831582313935,-0.172327298889228,0.508730034701461,1.07295520625891,-0.427567391481657,-2.777649223895,1.63714014878874,1.5710801214626,-1.44536681818908,0.908649625166723,-0.122016068028642,-0.104109917156777,-1.6840216339214,-0.344452123814994,-0.173601631022283,-0.190973581696087,0.219975571293889,-0.216596550704603,-0.136691885594352,-0.129953649978571,-0.0500768352982461,-0.0510818960798855,-0.2934395304967512,0.29834702005427693,1
-3.7058559456413,4.10787318567637,-3.80365599543613,1.71031444791959,-3.58246604635748,1.4697289395611,-9.62156012711908,-11.9131046925977,-0.322296771337166,-6.62569249371823,2.17523030559549,-4.38107755793604,2.06329870945929,-0.673818453194249,1.40076321660287,-4.25492662033392,-5.16021301572915,-1.30252591599748,2.59445276115475,3.63960274068724,-5.49877168010629,2.94147540326902,0.916235852911927,-0.25550447969595,-0.18383483865098,-0.584538952417976,-0.315483570351021,-0.0972228121259146,-0.2934395304967512,0.14127280630646508,1
2.23713524363822,-1.43470133180948,-1.0363594592034,-1.67086030183675,-1.09201014525569,-0.297714360428815,-1.17345229680071,-0.0232846894163565,-1.43957459960149,1.74447030453545,0.674480250662504,-0.357783805446757,-0.154773068795305,-0.100858273648045,-0.780872173886352,-0.45151952174998,0.345276642041296,0.33790803230528,0.086534923493026,-0.423564002441782,-0.114696571249644,0.0861594403795838,0.260053420004366,0.674008156830295,-0.217837785494165,-0.210499742387978,-0.0016682095228434,-0.0540237412765994,0.04191993292810731,0.5963768371338949,0
